model_name	version	mention_type	url	context_from_paper	source_url
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12916521/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12766863/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11957029/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12741591/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12126059/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12335828/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10496415/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13431782/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11694524/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13233740/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11415266/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13345636/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884988/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13393608/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12701365/
multi-ancestry AD PRS		created	https://github.com/nkurniansyah/Alzheimer_PRS	Scripts used to perform analyses described in the paper and code to construct multi-ancestry AD PRS are available in the GitHub repository (https://github.com/nkurniansyah/Alzheimer_PRS)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12486013/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10350161/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12468295/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12131157/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12788920/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12739615/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13437118/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12725220/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11971496/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13064742/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11065001/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12633133/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13402690/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13285181/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12507538/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10113935/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10985553/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13395894/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10841341/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11802639/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12732103/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13320855/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13359833/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13343322/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11780320/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11512049/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13054827/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13064071/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13346179/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12661535/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13322790/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12057860/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13205004/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13254819/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12589304/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13433631/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11350018/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11954983/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12500258/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302603/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11765370/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321689/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12125081/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11567871/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4482314/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12967478/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12263273/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12722584/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13269326/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12361691/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12455363/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11667519/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12205603/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12233549/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12204281/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13243208/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11709467/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12909066/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13387714/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601746/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12687933/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006164/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10680935/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11225196/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13331746/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11195046/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13429304/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12725047/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13325197/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12779345/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13102664/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10888909/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11401759/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11091720/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12637545/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12344583/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13041997/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12343331/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12741049/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12740175/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12857810/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11142072/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12738026/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13438179/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12484444/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13039543/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13309851/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13283907/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10877673/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13130329/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11838922/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12133910/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12725790/
