Repository	Study	Issue Type	Details	Timestamp
https://github.com/stephaschultz/PSEN1_GSC_DIAN	Dominantly Inherited Alzheimer Network	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:23:11.840767
https://github.com/stephaschultz/PSEN1_GSC_DIAN	Dominantly Inherited Alzheimer Network	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:23:11.840779
https://github.com/stephaschultz/PSEN1_GSC_DIAN	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:23:11.840785
https://github.com/stephaschultz/PSEN1_GSC_DIAN	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:23:11.840788
https://github.com/stephaschultz/PSEN1_GSC_DIAN	Dominantly Inherited Alzheimer Network	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-11T22:23:18.268612
https://github.com/llevitis/DIAN_ESM_AmyloidBeta_Project	Dominantly Inherited Alzheimer Network	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:23:20.283989
https://github.com/llevitis/DIAN_ESM_AmyloidBeta_Project	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:23:20.284022
https://github.com/llevitis/DIAN_ESM_AmyloidBeta_Project	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:23:20.284027
https://github.com/WheelockLab/Tu-2024-DIAN-HubDisruption-FC	Dominantly Inherited Alzheimer Network	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:23:33.538649
https://github.com/WheelockLab/Tu-2024-DIAN-HubDisruption-FC	Dominantly Inherited Alzheimer Network	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:23:33.538661
https://github.com/WheelockLab/Tu-2024-DIAN-HubDisruption-FC	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:23:33.538666
https://github.com/WheelockLab/Tu-2024-DIAN-HubDisruption-FC	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:23:33.538669
https://github.com/scify/Dianoia-app	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:23:47.051575
https://github.com/scify/Dianoia-Marketplace	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:24:00.430421
https://github.com/scify/Dianoia-Marketplace	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:24:00.430431
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	No README	Repository lacks a README file, reducing accessibility and understandability	2026-03-11T22:24:14.120374
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:24:14.120399
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:24:14.120405
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:24:14.120411
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:24:14.120415
https://github.com/ekatsuta/diane	Dominantly Inherited Alzheimer Network	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-11T22:24:20.441592
https://github.com/seowork321/https-dianaandroma.site-diana-and-roma-study-human-body-organs-	Dominantly Inherited Alzheimer Network	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:24:22.301652
https://github.com/seowork321/https-dianaandroma.site-diana-and-roma-study-human-body-organs-	Dominantly Inherited Alzheimer Network	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:24:22.301666
https://github.com/seowork321/https-dianaandroma.site-diana-and-roma-study-human-body-organs-	Dominantly Inherited Alzheimer Network	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:24:22.301672
https://github.com/seowork321/https-dianaandroma.site-diana-and-roma-study-human-body-organs-	Dominantly Inherited Alzheimer Network	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:24:22.301677
https://github.com/gemmashireby/BDR_neuropathology_EWAS	Brains for Dementia Research	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:24:48.313146
https://github.com/gemmashireby/BDR_neuropathology_EWAS	Brains for Dementia Research	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:24:48.313153
https://github.com/gemmashireby/BDR_neuropathology_EWAS	Brains for Dementia Research	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:24:48.313156
https://github.com/gemmashireby/BDR_neuropathology_EWAS	Brains for Dementia Research	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:24:48.313158
https://github.com/IAiAye/BDrive	Brains for Dementia Research	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:25:04.960169
https://github.com/IAiAye/BDrive	Brains for Dementia Research	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:25:04.960181
https://github.com/IAiAye/BDrive	Brains for Dementia Research	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:25:04.960187
https://github.com/IAiAye/BDrive	Brains for Dementia Research	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:25:04.960192
https://github.com/htil/bdr-muse	Brains for Dementia Research	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:25:14.692700
https://github.com/htil/bdr-muse	Brains for Dementia Research	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:25:14.692708
https://github.com/htil/bdr-muse	Brains for Dementia Research	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:25:14.692710
https://github.com/htil/bdr-simulator	Brains for Dementia Research	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:25:26.809957
https://github.com/htil/bdr-simulator	Brains for Dementia Research	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:25:26.809968
https://github.com/htil/bdr-simulator	Brains for Dementia Research	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:25:26.809972
https://github.com/williamkoller/challenge-brain-agriculture	Harvard Biomarker Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:25:42.286053
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-11T22:25:55.597590
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:25:55.597606
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:25:55.597623
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:25:55.597627
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-11T22:26:07.476704
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-11T22:26:07.476718
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-11T22:26:07.476729
