Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rgs212/Meta-analysis-Smith	rgs212	rgs212	R	YES - This repository is directly related to Alzheimer's disease research, specifically conducting epigenome-wide association studies (EWAS) to identify DNA methylation differences associated with Alzheimer's neuropathology across different brain regions.	This repository contains R and Python scripts for performing a meta-analysis of DNA methylation data from six studies of Alzheimer's disease, analyzing 1,453 unique individuals. The code performs data quality control, harmonization, and statistical analyses to identify differentially methylated CpG sites associated with Braak stage pathology across different brain cortex regions.	DNA methylation data (from methylation arrays), brain tissue samples from different regions (prefrontal cortex, temporal gyrus, entorhinal cortex, cerebellum), neuropathology data (Braak stage), GWAS data, clinical data.	R 3.5.2, Bioconductor 3.8, Python, PLINK 1.9, wateRmelon, minfi, CETS, sva, Meta, nlme, bacon, pROC, glmnet, PRSice, comb-p, Anaconda, CentOS Linux 7.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rishi2002/Molecular_activity_prediction_using_smiles	rishi2002	rishi2002	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on predicting molecular bioactivity for the Dopamine D2 receptor, which is specifically affected by Parkinson's disease. The project aims to contribute to drug discovery and design for treating Parkinson's disease, a major neurodegenerative condition.	This project uses PyTorch GRU (Gated Recurrent Unit) neural networks and linear regression models to predict molecular bioactivity and solubility for the Dopamine D2 receptor related to Parkinson's disease. The code processes SMILES molecular representations from the ChEMBL database to train models that can predict drug efficacy, which is a crucial step in the drug discovery pipeline.	SMILES (Simplified Molecular Input Line Entry System) strings, molecular bioactivity data, AlogP solubility measurements, ChEMBL database records	PyTorch, GRU (Gated Recurrent Unit), Linear Regression, ChEMBL database, one-hot encoding
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell	YES - This repository is highly biomedically relevant as it focuses on Quantitative Susceptibility Mapping (QSM) for brain imaging analysis. QSM is used to measure iron concentration in brain regions, which is crucial for studying neurodegenerative diseases like Alzheimer's and Parkinson's disease where iron accumulation plays a significant role in disease progression.	Ironsmith QSM is a comprehensive, fully automated pipeline that processes brain MRI data to create Quantitative Susceptibility Maps (QSM) and extract iron concentration measurements from specific brain regions. The software automates the conversion of GRE DICOM images to QSM maps, registers T1 images, segments brain regions using FreeSurfer, and provides quality assessment metrics including SNR calculations and outlier detection.	GRE DICOM images, multi-echo MPR (MEMPR) T1 images, phase images, magnitude images, QSM maps, brain imaging data	MATLAB (R2017b-R2019b), MEDI Toolbox, FreeSurfer (versions 6.0.0 and 7.1.1), Singularity containers, Bash UNIX shell, GNU coreutils, Image Processing Toolbox (MATLAB), Linux/Unix operating systems, Windows 10 WSL2
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/MangoWAY/SMIBID_BrainRegistration	MangoWAY	MangoWAY	Python	YES - This repository is biomedically relevant as it focuses on brain image registration, which is a fundamental technique in neuroimaging and brain analysis. The work involves processing brain images and generating deformation vector fields for medical image registration tasks, which are essential for neuroscience research and clinical applications involving brain disorders.	This code implements a data augmentation method for brain image registration using nonfinite-modality synthetic data generation. It uses whole-brain segmentation masks to generate synthetic brain images and employs an improved 3D VAE (Variational Autoencoder) to generate deformation vector fields for augmenting real brain imaging datasets.	Brain images, whole-brain segmentation masks, deformation vector fields (DVF)	Python, PyTorch, NumPy, SciPy, Pandas, Matplotlib, SimpleITK, 3D Variational Autoencoder (VAE), VoxelMorph, AirLab
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/mbpfws/sentient-brain-smithery	mbpfws	mbpfws	Python	"NO - This repository is a general-purpose AI code development system with multi-agent architecture designed for software development tasks. Despite the ""brain"" terminology in the name, it is not related to biomedical research, neuroscience, or brain disorders. It's a software development platform for building REST APIs, code analysis, and project architecture."	"This is an advanced AI-powered code development system that uses a multi-agent architecture to assist with software development tasks. The system includes specialized agents for orchestration, project architecture, code analysis, knowledge search, and debugging, all coordinated through a master ""Ultra Orchestrator"" agent. It's designed for deployment on the Smithery.ai platform and uses SurrealDB as a unified data layer with Groq API for LLM inference."	Not specified in the available repository information.	Python 3.11+, FastAPI, SurrealDB, Groq API, LangGraph, MCP (Model Context Protocol), Docker, Pydantic, Google GenAI API (optional), GitHub, Smithery.ai platform, JWT tokens, PostgreSQL.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/thepok/BrainSmith	thepok	thepok	Python	"NO - This is a general AI/machine learning framework for automatically evolving language models using GPT-4. Despite the name ""BrainSmith,"" it appears to be focused on general AI model optimization using Shakespeare dataset for training, with no indication of biomedical, neurological, or healthcare applications."	This is an AI model evolution framework that uses GPT-4 to automatically improve language models through iterative testing and optimization. The system trains models on a Shakespeare dataset, automatically generates model variants, tests their performance, and uses the results to create better iterations in a continuous improvement cycle.	Shakespeare dataset (text data for language model training)	- Python 3.x - PyTorch - OpenAI API (GPT-4) - Custom scripts (train.py, test-candidates.py, GetNextIteration.py)
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/Entropicsky/SmiteGodBrainstorm	Entropicsky	Entropicsky	Python	NO. This repository is related to the video game SMITE and is designed for brainstorming fictional gods/characters for the game. It has no connection to biomedical research, neuroscience, brain imaging, or healthcare applications.	This is a Python application that uses OpenAI's API to generate creative content for the video game SMITE through a chain of prompts defined in a JSON file. The application prompts users for game-related information (god name, pantheon, class, abilities, etc.) and generates a Word document containing brainstormed character concepts based on these inputs.	Not specified in the available repository information.	Python 3.7+, OpenAI API, python-docx, npm (Node Package Manager), JSON file structure for prompt definitions, .env file for API key management.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/the-sasi/BrainSmith_backend	the-sasi		Python	"YES - The repository name ""BrainSmith_backend"" strongly suggests this is a backend system for brain-related analysis or applications, which would fall under neuroscience and brain analysis applications relevant to biomedical research."	This appears to be a Python-based backend system called BrainSmith, likely designed for brain-related data processing or analysis applications. The extensive requirements list includes machine learning frameworks (PyTorch with APEX), web frameworks, data processing libraries, and scientific computing tools, suggesting it's a comprehensive backend for handling complex brain data analysis workflows.	Not specified in the available repository information.	PyTorch, APEX (PyTorch extension), aiohttp, aiofiles, FastAPI-related packages (anyio), SQLite (aiosqlite), Alembic (database migrations), Flask-related packages (blinker), scikit-learn components (blis), Bokeh (visualization), BeautifulSoup4 (web scraping), bcrypt (password hashing), audio processing libraries (audioread), Babel (internationalization), and various async/web development frameworks.
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/krzylesniewski/brainsSmileGame	krzylesniewski	krzylesniewski	JavaScript	"NO. This is a browser-based implementation of a board game created by Reiner Knizia. Despite having ""brains"" in the name, it is a recreational gaming project with no connection to biomedical research, neuroscience, or healthcare applications."	This is a web-based implementation of a logical board game designed by Reiner Knizia. The project creates an interactive browser game using modern web technologies to recreate the original board game experience.	Not specified in the available repository information.	HTML, Sass/CSS, ReactJS, npm (Node Package Manager)
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/BonaDenyS/smith-brain	BonaDenyS		JavaScript	"NO - This appears to be a generic Nuxt 3 web application starter template with no biomedical content. Despite the repository name ""smith-brain"" which might suggest brain-related research, the actual content is just a standard web development framework setup with no indication of neuroscience, medical data analysis, or biomedical applications."	This is a minimal starter template for Nuxt 3, a Vue.js-based web framework. The repository contains only basic setup instructions for installing dependencies, running a development server, and building the application for production.	Not specified in the available repository information.	Nuxt 3, Node.js package managers (npm, pnpm, yarn, bun), Vue.js framework
